Label,Description
2,Vitali Klitschko has knocked out Danny Williams in the eighth round to retain his WBC heavyweight crown and become the premier champion in the division.
2,"He is finding solace in the sunshine, the temperature in southern California this weekend climbing to 80 degrees Fahrenheit and making a glorious summer of what had been an autumn of discontent."
1,The Foreign Office tonight warned Britons against all but essential travel to Indonesia in the lead up to and during Christmas and the New Year.
3, NEW YORK (Reuters) - Nike Inc. &lt
3,"Reassess your role, embrace change and make a backup plan. That's the advice Gartneranalysts are giving to IT professionals on how to approach the coming year."
3,"THE DEAL: Symantec Corp., best known for its Norton-branded software that fights computer viruses, is heading in a new direction with a \$13.5 billion acquisition of data storage and backup specialist Veritas Software Corp."
3,"NEW YORK (AFP) - World crude oil prices slipped, halting a price spike triggered by fears of tight energy supplies in the northeastern United States."
3,"Malaysian budget airline AirAsia will buy 40 A320 aircraft from Airbus at heavily discounted prices in a deal worth about US\$1.4 billion (euro1.05 billion) to kickstart its route-expansion plan, sources said Thursday."
3,"US Airways Group Inc. (UAIRQ.OB: Quote, Profile, Research) reached a tentative deal on Thursday with negotiators for the airline #39"
3,Description: The head accountant at the Security Exchange Commission asks the mortgage giant to correct its books for the last three years.
2,Everyone surrounding the Nationals returned Wednesday to a question that has haunted the team since its days in Montreal: What do we do now?
2,"Tim Hudson is traded from the Oakland Athletics to Atlanta, a major deal that further bolsters the Braves' revamped rotation."
2,The time for Linda Cropp to show the city how tough she is was before Mayor Williams agreed to a deal.
2,"LONDON: Arsenal manager Arsene Wenger has been fined 15,000 pounds (\$NZ41,100) for improper conduct for comments he made after the champions #39"
2,"PERTH, Dec. 16. - Justin Langer survived Shoaib Akhtars incisive opening pace barrage and retorted with his 21st Test ton, as Australia recovered from 78 for five to 357 for eight at stumps today on the "
2,"IN THE face of mounting unrest, Graeme Souness remains determined to reverse the declining fortunes of Newcastle United, but he, like his predecessors, has quickly appreciated that management "
2,Goalie Dominik Hasek and the World Stars team of NHL barnstormers lost 6-1 Thursday to Swedish Elite League club Farjestad. Ray Whitney of the Detroit Red Wings scored the World Stars #39
2,Players and co-workers marvel at the head coach #39
1,AUSTRALIANS are continuing to pack their bags and head to Indonesia for Christmas despite warnings terrorists are planning a bomb attack in the country.
4,Google #39
4,"HP will continue to design Itanium chipsets and develop the market for its Itanium 2-based Integrity servers, which it has positioned as a replacement for PA-RISC systems."
3,Fidelity Investments on Thursday said two employees have been let go and 14 others have been disciplined for violating company policies covering gifts from brokers to the mutual fund giant #39
4,"Apple Computer Inc. (AAPL.O: Quote, Profile, Research) on Thursday said sales of songs bought from its market-leading iTunes online music store had topped 200 million, a figure that "
4,"Before leaving Endurance Crater, Opportunity rovers panoramic camera, or Pancam, captured this view of  quot"
4,"THE search mechanism used by the Kazaa file-sharing network could contain malicious code, the Federal Court heard yesterday. Counsel for the record companies, John Nicholas SC, said in recent years there had "
4,"In the increasingly competitive RFID arena, IBM on Thursday will release the first three products from its recently formed \$250 million S amp"
4,"WEARABLE solar panels that help charge mobile phones or music players are likely to come on sale within three years, the New Scientist says."
4,"In a rough year for semi stocks, Advanced Micro Devices has thrived. Is there more room to run? NEW YORK (CNN/Money) - Tech stocks have had a nice year-end rally but that hasn #39"
1,"Anguished families struggled Saturday to identify the bodies of relatives killed in a Buenos Aires nightclub fire that left at least 186 people dead, many after being trapped inside by locked emergency exits."
3,"The staff of the Securities and Exchange Commission has ordered Fannie Mae, the nation #39"
4,"On 14 December 2004, Google announced an agreement with five major libraries - those at Stanford, Harvard, the University of Michigan and Oxford, as well as the New York Public Library -o create digital copies of books that can be searched using "
4,The  quot
4,"DECEMBER 16, 2004 (COMPUTERWORLD) - Microsoft Corp. has acquired antispyware vendor Giant Company Software Inc. in New York for an undisclosed amount."
4,NASA Administrator Sean O #39
4,"Adobe has temporarily withdrawn its v6.03 update for Adobe Acrobat 6, which was posted earlier this week. Adobe #39"
2,"Jesper Mattsson scored two goals as Farjestad, one of Sweden #39"
2,"There is everything to play for in Group B, with Steaua Bucharest the only team having qualified. Tonight, Parma (already out) host Besiktas (four points), while Standard Liege (four) entertain Athletic Bilbao (6)."
3,Industry watchers don #39
3,"Companies must start expensing employee stock options in earnings statements next year, US accounting rule makers declared on Thursday, a move that could signal the end of a long-standing bookkeeping practice that many argued allowed "
4,"DECEMBER 16, 2004 (COMPUTERWORLD) - IBM today unveiled new software to help companies integrate radio frequency identification (RFID) capabilities into their IT systems, including a new server application that brings RFID benefits to existing IBM point-of "
4,"In the short term, the tax could add US\$4 million annually to ICANN #39"
4,"AP - From teaming up with a rock band to selling restaurant gift cards online, it isn't Ben Franklin's post office any more. The U.S. Postal Service is battling to keep its place in electronic America by going on the Internet."
4,"NewsFactor - Linux continues to gain momentum in a Windows world, with global sales of the open-source software expected to surpass US #36"
1,AP - Doctors and AIDS activists in Africa are worried governments may halt use of an AIDS drug that has protected thousands of babies from HIV infection in reaction to new concerns about the drug's testing and effect on pregnant women.
4,AP - Earnings at Adobe Systems Inc. increased 36 percent in the latest quarter as the company posted record revenue on strong sales of its graphics and imaging software.
