"Label;Description";;;;;;;;;
"2,""Wannstedt Decides Against Coaching at Pitt (AP)"",""AP - Former Miami Dolphins and Chicago Bears coach Dave Wannstedt decided Thursday not to seek the coaching job at Pitt, the school where he played and once was an assistant coach.""";;;;;;;;;
"1,""Martin accuses Harper of political cowardice over gay marriage (Canadian Press)"",""Canadian Press - OTTAWA (CP) - Prime Minister Paul Martin slammed Stephen Harper over the gay marriage issue Thursday, accusing his rival of political cowardice.""";;;;;;;;;
"2,""Ole Miss Tabs Orgeron as Head Coach"","" OXFORD, Miss. (Sports Network) - The University of  Mississippi introduced Southern California assistant Ed Orgeron  as its new head football coach during a Thursday press  conference.""";;;;;;;;;
"1,""Sharon Says Israel Could Coordinate Gaza Pullout"","" HERZLIYA, Israel (Reuters) - Prime Minister Ariel Sharon  said Israel was ready to coordinate its Gaza withdrawal plan  with a future Palestinian government and said that could open  the way for a broader peace agreement.""";;;;;;;;;
"2,""Wenger Punishment A Warning to Others"",""Arsene Wenger was tonight warned not to repeat his accusation of cheating against Ruud van Nistelrooy as he received a record fine and a severe reprimand from the Football Association.""";;;;;;;;;
"2,""One old Guy gives Europe #39";;;;;;;;;
"2,""Wannstedt won #39";;;;;;;;;
"1,""Two charged in hijacking bus";;;;;;;;;
"2,""Deeper knowledge"",""WALTHAM -- Shifting his weight from right to left and glancing repeatedly at his cellphone, Al Jefferson looked a bit distracted around 3 p.m. yesterday. That was understandable. The Celtics' rookie big man had to rush home and pack before catching the team charter to Detroit in an hour.""";;;;;;;;;
"3,""J J Helps Boost Blue Chips"","" NEW YORK (Reuters) - U.S. blue chips rose  on Thursday,  boosted by Johnson   Johnson &lt";;;;;;;;;
"3,""Dollar Rallies on U.S. Economic Data"","" NEW YORK (Reuters) - The dollar climbed across the board on  Thursday after data showed the third-quarter U.S. current  account deficit was narrower than many had feared, fueling a  relief rally for the beleaguered U.S. currency.""";;;;;;;;;
"3,""Surf   Talk at 35,000 Feet"",""The FCC says it's inclined to let Web surfers go wireless on airplanes. Yippee! But they might allow in-flight cell phone use, too. Oh.""";;;;;;;;;
"3,""ATA accepts Southwest Airline #39";;;;;;;;;
"3,""Goldman Net Rises 23";;;;;;;;;
"3,""Chocoholic beware: Prices going up"",""Hershey Foods (down \$0.23 to \$56.35, Research), the nation #39";;;;;;;;;
"3,""Motorola Gets Nextel Contract Extension"",""Communications giant Motorola Inc. said Thursday it received a three-year contract extension from Nextel Communications Inc. to continue supplying telecommunications infrastructure for Nextel #39";;;;;;;;;
"3,""Noble Energy Expands Into Rockies and Mid-Continent With \$3.4 &lt";;;;;;;;;
"4,""Google to digitize some Harvard library holdings"",""Harvard University is embarking on a collaboration with Google that could harness Google #39";;;;;;;;;
"4,""New Monkey Species Found in India"",""Scientists discovered a new species of monkey in India, 101 years after the last species of its kind was found. They have called it the Arunachal macaque (scientific name Macaca munzala) after the state of Arunachal Pradesh where it was found.""";;;;;;;;;
"4,""Focus group: Kazaa will meet Napster #39";;;;;;;;;
"4,""Spreading Like WildFirefox"",""Ten days after the open-source Web browser Firefox 1.0 was officially launched (November 9), it had already hit the 2 million download mark.""";;;;;;;;;
"4,""Governor wants ban on sale of violent video games to minors"",""CHICAGO -- Gov. Rod Blagojevich proposed making it a crime Thursday to sell violent or sexually explicit video games to minors, a step other states have tried with little success.""";;;;;;;;;
"2,""Wenger fined for Old Trafford comments"",""London, England (Sports Network) - Arsenal coach Arsene Wenger was fined \$29,000 Thursday by the English Football Association (FA).""";;;;;;;;;
"2,""Back in the game"",""The point man of a private group #39";;;;;;;;;
"2,""Ole Miss Contacts Erickson --  #39";;;;;;;;;
"2,""Nigerian Debuts for Germany"",""Nigerian Patrick Owomoyela, who plays for Arminia Bielefeld, will make his debut for Germany when they take on Asian champions Japan on Thursday.""";;;;;;;;;
"1,""Bin Laden tells followers to hit West #39";;;;;;;;;
"1,""US and poor nations in climate change face-off"",""The United States suggested last week that developing nations should provide regular updates on their greenhouse gas emissions to the United Nations, much as developed nations are required to.""";;;;;;;;;
"1,""Iceland offers Fischer shelter"",""But he said the gesture was not meant as a criticism of Washington by Iceland, a staunch US ally. no longer exists, according to laws that no one has been incriminated for before.""";;;;;;;;;
"1,""Bethlehem's Paradise Hotel Opens Doors (AP)"",""AP - The floors are polished, a Christmas tree glitters near the bar and the dining room is ready for hundreds of guests: The luxury Paradise Hotel is open for business for the first time since the latest Palestinian uprising erupted in 2000.""";;;;;;;;;
"3,""Clorox Investors Cheer, Customers Sigh"","" NEW YORK (Reuters) - Clorox Co. &lt";;;;;;;;;
"2,""Patriots getting lined up for playoffs"",""FOXBOROUGH -- After today's game against the San Francisco 49ers, Patriots right tackle Brandon Gorin will have a bull's-eye on his back for the playoffs.""";;;;;;;;;
"3,""ATA likely to accept Southwest bid"",""Indianapolis, Dec. 16 - Southwest Airlines says ATA Airlines had accepted its bid for the bankrupt carriers #39";;;;;;;;;
"3,""Motorola in 3-year contract extension with Nextel"",""Motorola said on Thursday it has extended for three years a deal to supply Nextel Communications with telecommunications equipment, allaying fears that Sprint buyout of Nextel would threaten the relationship.""";;;;;;;;;
"3,""Survey Shows Lack of Confidence at FDA"",""WASHINGTON - About two-thirds of Food and Drug Administration scientists are less than fully confident in the agency #39";;;;;;;;;
"3,""Noble Energy to buy Patina for \$3.4bn"",""Noble Energy has agreed to buy Patina Oil  amp";;;;;;;;;
"1,""Cuban M.D. Staying at Argentine Embassy"",""A prominent Cuban doctor who was denied permission to travel to Buenos Aires to visit relatives was staying at the Argentine Embassy on Thursday, but her son said she does plan to seek asylum in a case that has raised tensions between the two nations.""";;;;;;;;;
"4,""Adobe Repairs Reader, Acrobat Flaws"",""Adobe this week updated its Acrobat and Reader software to fix vulnerabilities spotted by Reston, Vir.-based security intelligence firm iDefense.""";;;;;;;;;
"4,""Apple releases Mac OS X 10.3.7 Update"",""As expected, Apple Computer today released Mac OS X 10.3.7 Update, a maintenance release for its Mac OS X 10.3  quot";;;;;;;;;
"4,"" #39";;;;;;;;;
"2,""Orgeron Introduced As Ole Miss Coach"",""New Mississippi football coach Ed Orgeron answers a reporter #39";;;;;;;;;
"1,""Turkey #39";;;;;;;;;
"1,""Jazeera Says Iraq Militants Killed Italian Hostage"",""Al Jazeera television said on Thursday an Iraqi group had killed an Italian hostage who appeared in video footage aired by the Arabic channel.""";;;;;;;;;
"2,""Majerus Takes USC Job, With Docs' OK (AP)"",""AP - Rick Majerus' new basketball coaching job comes with a doctor's permission slip. Given the OK to return to the high-stress, late-night, eat-on-the-run profession he loves, Majerus took over Southern California's underachieving program Wednesday although he won't be on the bench this season.""";;;;;;;;;
"3,""Some FDA Staff Had Drug Safety Concerns-Survey"",""Nearly 20 percent of US Food and Drug Administration scientists surveyed in late 2002 said they were pressured to approve or recommend approval of a medicine despite """;;;;;;;;;
"4,""Microsoft Releases Desktop Search"",""The online search battle was extended earlier this week, when Microsoft launched its new desktop search tool - allowing users to find their favorite music, email, acrobat files and other documents in a friendly and effective manner.""";;;;;;;;;
"4,""Apple fixes Panther glitches"",""com December 16, 2004, 10:27 AM PT. Apple Computer on Wednesday released a minor update to its Mac OS X 10.3 Panther operating system.""";;;;;;;;;
"3,""Shoemaker Nike's Quarterly Earnings Rise (Reuters)"",""Reuters - Nike Inc.  said on Thursday its\second quarter earnings rose, boosted by strong demand in the\United States and overseas for its namesake athletic shoes and\Converse sneakers.""";;;;;;;;;
"3,""Wal-Mart to Match Kettle Donations (AP)"",""AP - Folks dropping money in Salvation Army kettles at Wal-Mart stores can make their money go twice as far. The world's largest retailer announced Thursday it would match up to  #36";;;;;;;;;
"3,""Symantec to Buy Veritas for \$13.5 Billion"","" NEW YORK/SAN FRANCISCO (Reuters) - Symantec Corp. &lt";;;;;;;;;
"3,""More questions than answers in Symantec/Veritas deal"",""DECEMBER 16, 2004 (IDG NEWS SERVICE) - Security company Symantec Corp. #39";;;;;;;;;
"3,""Yukos awaits US ruling on break-up order"",""MOSCOW: Embattled Russian oil major Yukos should hear later today whether a United States bankruptcy court will back its last-ditch attempt to halt the sale due on Sunday of its main production unit.""";;;;;;;;;
"3,""Time Warner in Proposed Settlement with SEC"",""NEW YORK, December 16: In addition to its \$210 million settlement with the Department of Justice over securities fraud at America Online, Time Warner has reached a proposed settlement with the Securities and Exchange Commission for a further \$300 million """;;;;;;;;;
"3,""Google Wins GEICO Trademark Suit over Keywords"",""The decision left undecided whether the sale of GEICO #39";;;;;;;;;
"3,""Johnson  amp";;;;;;;;;
"3,""Nike 2Q Profit Rises 46 Percent"",""Nike Inc., the world #39";;;;;;;;;
"3,""US Airways Reaches Flight Attendant Deal"",""US Airways Group Inc. on Thursday said it reached a tentative agreement with the union representing its flight attendants for a work contract that would save the airline about \$94 million.""";;;;;;;;;
"3,""Mortgage Rates Dip This Week"",""Rates on 30-year and 15-year mortgages dipped this week, good news for prospective home buyers. Freddie Mac #39";;;;;;;;;
"3,""Noble Energy to Buy Patina for \$2.76 B"",""Noble Energy Inc. Thursday said it agreed to acquire Patina Oil  amp";;;;;;;;;
"3,""Fannie Mae Pays the Price of Cutting Corners to Look Safe"",""Fannie Mae wanted to look very safe. But to do that it cut accounting corners, two regulatory agencies have now concluded. And that has severely damaged the image of the mortgage lender and its management.""";;;;;;;;;
"3,""Russ Berrie Buys Private Bedding Firm"",""Russ Berrie and Co., a maker of stuffed animals and other gift items, on Thursday said it bought Kids Line LLC , a privately held maker of infant bedding products based in South Gate Calif.""";;;;;;;;;
"3,""U.S. Current Account Gap Widens"","" WASHINGTON (Reuters) - The U.S. current account trade gap  widened slightly to a record \$164.71 billion in the third  quarter, data showed on Thursday, but U.S. dependence on  overseas capital was not as great as feared, fueling a big  dollar rally.""";;;;;;;;;
"4,""Googles virtual library signals communications revolution &lt";;;;;;;;;
"4,""Microsoft to offer anti-Spyware in January"",""Microsoft today announced that it has acquired Giant Software, a provider of anti-spyware and Internet security products. Microsoft said it will use intellectual property and technology assets from the.""";;;;;;;;;
"4,""HP Extends Server Leadership"",""HP (www.hp.com) announced an investment of more than \$3 billion over the next three years designed to vault Intel Itanium 2-based HP Integrity servers to the leadership position in the \$20 billion market currently served by RISC processors.""";;;;;;;;;
